院校代号,院校名,专业组号,再选科目要求(原文),subject_requirement,投档最低分,年份,首选(科类)
0105,陆军工程大学,09,不限,物理,598,2025,物理
0105,陆军工程大学,10,化学,物理+化学,595,2025,物理
0131,海军军医大学,04,化学,物理+化学,611,2025,物理
0131,海军军医大学,05,化学,物理+化学,607,2025,物理
0131,海军军医大学,06,化学,物理+化学,603,2025,物理
0201,中国人民公安大学,10,不限,物理,614,2025,物理
0203,中国人民警察大学,12,不限,物理,578,2025,物理
0203,中国人民警察大学,13,化学,物理+化学,564,2025,物理
0203,中国人民警察大学,14,思想政治,物理+思想政治,562,2025,物理
0306,中国民用航空飞行学院,04,不限,物理,553,2025,物理
0306,中国民用航空飞行学院,05,化学,物理+化学,561,2025,物理
0306,中国民用航空飞行学院,06,思想政治,物理+思想政治,548,2025,物理
1101,南京大学,07,化学,物理+化学,661,2025,物理
1101,南京大学,08,化学,物理+化学,658,2025,物理
1102,东南大学,06,化学,物理+化学,657,2025,物理
1102,东南大学,07,不限,物理,654,2025,物理
1102,东南大学,08,化学,物理+化学,644,2025,物理
1103,南京航空航天大学,04,化学,物理+化学,654,2025,物理
1103,南京航空航天大学,05,化学,物理+化学,649,2025,物理
1103,南京航空航天大学,06,化学,物理+化学,645,2025,物理
1104,南京理工大学,02,化学,物理+化学,643,2025,物理
1104,南京理工大学,03,化学,物理+化学,642,2025,物理
1104,南京理工大学,04,化学,物理+化学,639,2025,物理
1105,河海大学,04,化学,物理+化学,643,2025,物理
1105,河海大学,05,化学,物理+化学,638,2025,物理
1105,河海大学,06,化学,物理+化学,634,2025,物理
1105,河海大学,07,化学,物理+化学,628,2025,物理
1105,河海大学,09,不限,物理,626,2025,物理
1106,南京信息工程大学,08,化学,物理+化学,636,2025,物理
1106,南京信息工程大学,09,化学,物理+化学,627,2025,物理
1106,南京信息工程大学,10,化学,物理+化学,606,2025,物理
1106,南京信息工程大学,11,化学,物理+化学,593,2025,物理
1106,南京信息工程大学,12,不限,物理,608,2025,物理
1106,南京信息工程大学,13,不限,物理,595,2025,物理
1107,南京农业大学,03,不限,物理,606,2025,物理
1107,南京农业大学,04,化学,物理+化学,612,2025,物理
1107,南京农业大学,05,化学,物理+化学,607,2025,物理
1108,南京师范大学,17,化学,物理+化学,642,2025,物理
1108,南京师范大学,18,化学,物理+化学,627,2025,物理
1108,南京师范大学,19,不限,物理,615,2025,物理
1108,南京师范大学,20,不限,物理,619,2025,物理
1108,南京师范大学,21,地理,物理+地理,617,2025,物理
1108,南京师范大学,22,化学,物理+化学,630,2025,物理
1108,南京师范大学,23,化学,物理+化学,623,2025,物理
1108,南京师范大学,24,化学,物理+化学,623,2025,物理
1108,南京师范大学,25,不限,物理,611,2025,物理
1108,南京师范大学,26,不限,物理,607,2025,物理
1108,南京师范大学,29,化学,物理+化学,620,2025,物理
1108,南京师范大学,30,化学,物理+化学,620,2025,物理
1108,南京师范大学,31,化学,物理+化学,604,2025,物理
1108,南京师范大学,36,地理,物理+地理,614,2025,物理
1109,中国药科大学,02,化学,物理+化学,621,2025,物理
1109,中国药科大学,03,化学,物理+化学,646,2025,物理
1109,中国药科大学,04,化学,物理+化学,616,2025,物理
1110,南京工业大学,05,不限,物理,576,2025,物理
1110,南京工业大学,06,化学,物理+化学,599,2025,物理
1110,南京工业大学,07,化学,物理+化学,585,2025,物理
1110,南京工业大学,08,化学,物理+化学,589,2025,物理
1110,南京工业大学,09,化学,物理+化学,583,2025,物理
1110,南京工业大学,10,化学,物理+化学,579,2025,物理
1110,南京工业大学,11,化学,物理+化学,579,2025,物理
1110,南京工业大学,12,化学,物理+化学,574,2025,物理
1110,南京工业大学,13,化学,物理+化学,569,2025,物理
1111,南京邮电大学,05,不限,物理,608,2025,物理
1111,南京邮电大学,06,化学,物理+化学,637,2025,物理
1111,南京邮电大学,07,化学,物理+化学,610,2025,物理
1112,南京医科大学,04,不限,物理,575,2025,物理
1112,南京医科大学,05,化学,物理+化学,561,2025,物理
1112,南京医科大学,06,化学,物理+化学,639,2025,物理
1112,南京医科大学,07,化学,物理+化学,582,2025,物理
1114,南京工程学院,03,不限,物理,546,2025,物理
1114,南京工程学院,05,化学,物理+化学,549,2025,物理
1116,南京财经大学,07,不限,物理,595,2025,物理
1116,南京财经大学,08,不限,物理,597,2025,物理
1116,南京财经大学,09,不限,物理,599,2025,物理
1116,南京财经大学,10,不限,物理,563,2025,物理
1116,南京财经大学,11,不限,物理,570,2025,物理
1116,南京财经大学,14,化学,物理+化学,591,2025,物理
1116,南京财经大学,15,化学,物理+化学,585,2025,物理
1116,南京财经大学,16,化学,物理+化学,566,2025,物理
1117,南京体育学院,04,不限,物理,532,2025,物理
1117,南京体育学院,06,化学,物理+化学,535,2025,物理
1117,南京体育学院,07,生物,物理+生物,535,2025,物理
1118,南京艺术学院,02,不限,物理,538,2025,物理
1118,南京艺术学院,03,化学,物理+化学,543,2025,物理
1119,南京审计大学,07,不限,物理,601,2025,物理
1119,南京审计大学,08,不限,物理,608,2025,物理
1119,南京审计大学,09,不限,物理,572,2025,物理
1119,南京审计大学,14,化学,物理+化学,579,2025,物理
1119,南京审计大学,15,化学,物理+化学,572,2025,物理
1120,南京晓庄学院,12,不限,物理,534,2025,物理
1120,南京晓庄学院,13,不限,物理,540,2025,物理
1120,南京晓庄学院,15,化学,物理+化学,530,2025,物理
1120,南京晓庄学院,16,思想政治,物理+思想政治,556,2025,物理
1120,南京晓庄学院,17,地理,物理+地理,552,2025,物理
1128,金陵科技学院,04,不限,物理,531,2025,物理
1128,金陵科技学院,06,化学,物理+化学,532,2025,物理
1128,金陵科技学院,07,化学,物理+化学,527,2025,物理
1128,金陵科技学院,08,化学,物理+化学,525,2025,物理
1128,金陵科技学院,10,生物,物理+生物,531,2025,物理
1131,江苏第二师范学院,15,不限,物理,557,2025,物理
1131,江苏第二师范学院,16,不限,物理,534,2025,物理
1131,江苏第二师范学院,17,不限,物理,527,2025,物理
1131,江苏第二师范学院,18,不限,物理,536,2025,物理
1131,江苏第二师范学院,21,化学,物理+化学,533,2025,物理
1131,江苏第二师范学院,22,化学,物理+化学,523,2025,物理
1131,江苏第二师范学院,23,化学,物理+化学,531,2025,物理
1131,江苏第二师范学院,24,思想政治,物理+思想政治,553,2025,物理
1131,江苏第二师范学院,25,地理,物理+地理,542,2025,物理
1133,南京特殊教育师范学院,06,不限,物理,525,2025,物理
1133,南京特殊教育师范学院,08,化学,物理+化学,524,2025,物理
1133,南京特殊教育师范学院,10,思想政治,物理+思想政治,541,2025,物理
1136,南京工业职业技术大学,03,不限,物理,530,2025,物理
1201,江南大学,09,不限,物理,617,2025,物理
1201,江南大学,10,不限,物理,612,2025,物理
1201,江南大学,11,不限,物理,611,2025,物理
1201,江南大学,14,化学,物理+化学,624,2025,物理
1201,江南大学,15,化学,物理+化学,628,2025,物理
1201,江南大学,16,化学,物理+化学,637,2025,物理
1201,江南大学,17,化学,物理+化学,621,2025,物理
1201,江南大学,18,化学,物理+化学,627,2025,物理
1201,江南大学,19,化学,物理+化学,626,2025,物理
1201,江南大学,20,化学,物理+化学,615,2025,物理
1201,江南大学,21,化学,物理+化学,623,2025,物理
1201,江南大学,22,化学,物理+化学,617,2025,物理
1201,江南大学,23,化学,物理+化学,620,2025,物理
1201,江南大学,24,化学,物理+化学,622,2025,物理
1201,江南大学,25,化学,物理+化学,621,2025,物理
1201,江南大学,26,化学,物理+化学,620,2025,物理
1201,江南大学,27,化学,物理+化学,641,2025,物理
1201,江南大学,28,化学,物理+化学,625,2025,物理
1201,江南大学,29,化学,物理+化学,604,2025,物理
1201,江南大学,31,化学,物理+化学,613,2025,物理
1201,江南大学,32,化学,物理+化学,622,2025,物理
1201,江南大学,33,化学,物理+化学,612,2025,物理
1201,江南大学,34,化学,物理+化学,616,2025,物理
1201,江南大学,35,化学,物理+化学,615,2025,物理
1201,江南大学,36,化学,物理+化学,613,2025,物理
1203,无锡学院,02,不限,物理,544,2025,物理
1203,无锡学院,03,化学,物理+化学,549,2025,物理
1203,无锡学院,04,化学,物理+化学,541,2025,物理
1203,无锡学院,05,化学,物理+化学,539,2025,物理
1211,无锡职业技术大学,03,不限,物理,518,2025,物理
1221,中国矿业大学,02,不限,物理,607,2025,物理
1221,中国矿业大学,03,化学,物理+化学,613,2025,物理
1221,中国矿业大学,04,化学,物理+化学,615,2025,物理
1222,江苏师范大学,09,不限,物理,537,2025,物理
1222,江苏师范大学,11,化学,物理+化学,532,2025,物理
1222,江苏师范大学,13,思想政治,物理+思想政治,565,2025,物理
1222,江苏师范大学,14,地理,物理+地理,566,2025,物理
1223,徐州医科大学,03,不限,物理,545,2025,物理
1223,徐州医科大学,04,化学,物理+化学,539,2025,物理
1223,徐州医科大学,05,化学,物理+化学,547,2025,物理
1223,徐州医科大学,06,化学,物理+化学,548,2025,物理
1223,徐州医科大学,07,化学,物理+化学,558,2025,物理
1223,徐州医科大学,08,化学,物理+化学,627,2025,物理
1223,徐州医科大学,09,化学,物理+化学,586,2025,物理
1223,徐州医科大学,10,化学,物理+化学,562,2025,物理
1224,徐州工程学院,02,不限,物理,523,2025,物理
1224,徐州工程学院,03,化学,物理+化学,515,2025,物理
1242,常州大学,04,不限,物理,550,2025,物理
1242,常州大学,05,化学,物理+化学,567,2025,物理
1242,常州大学,06,化学,物理+化学,572,2025,物理
1242,常州大学,07,化学,物理+化学,561,2025,物理
1242,常州大学,08,化学,物理+化学,553,2025,物理
1242,常州大学,09,化学,物理+化学,567,2025,物理
1242,常州大学,10,化学,物理+化学,540,2025,物理
1242,常州大学,11,化学,物理+化学,548,2025,物理
1242,常州大学,12,化学,物理+化学,549,2025,物理
1243,常州工学院,07,不限,物理,524,2025,物理
1243,常州工学院,09,化学,物理+化学,553,2025,物理
1243,常州工学院,10,化学,物理+化学,542,2025,物理
1243,常州工学院,11,化学,物理+化学,525,2025,物理
1244,江苏理工学院,07,不限,物理,534,2025,物理
1244,江苏理工学院,08,不限,物理,530,2025,物理
